# SLIMED mesh vertices: x, y, z, type, mirror
-37.5,60.621778264910702,0,periodic,154
-32.5,60.621778264910702,0,periodic,155
-27.5,60.621778264910702,0,periodic,156
-22.5,60.621778264910702,0,periodic,157
-17.5,60.621778264910702,0,periodic,158
-12.5,60.621778264910702,0.0015165301804155756,periodic,159
-7.5,60.621778264910702,0.11642223348038802,periodic,160
-2.5,60.621778264910702,0.24019275977079954,periodic,161
2.5,60.621778264910702,0.24019275977079954,periodic,162
7.5,60.621778264910702,0.11642223348038802,periodic,163
12.5,60.621778264910702,0.0015165301804155756,periodic,164
17.5,60.621778264910702,0,periodic,165
22.5,60.621778264910702,0,periodic,166
27.5,60.621778264910702,0,periodic,167
32.5,60.621778264910702,0,periodic,168
37.5,60.621778264910702,0,periodic,169
42.5,60.621778264910702,0,periodic,170
47.5,60.621778264910702,0,periodic,153
52.5,60.621778264910702,0,periodic,154
57.5,60.621778264910702,0,periodic,155
62.5,60.621778264910702,0,periodic,156
