r,h
6.707707707707707812e+01,-1.329357617726292951e+01
6.716216216216216139e+01,-1.331329560864914008e+01
6.724724724724724467e+01,-1.333296328289559085e+01
6.733233233233232795e+01,-1.335257932517624901e+01
6.741741741741742544e+01,-1.337214386008621503e+01
6.750250250250249451e+01,-1.339165701164539612e+01
6.758758758758759200e+01,-1.341111890330222067e+01
6.767267267267267528e+01,-1.343052965793722464e+01
6.775775775775775855e+01,-1.344988939786669846e+01
6.784284284284284183e+01,-1.346919824484625572e+01
6.792792792792792511e+01,-1.348845632007437523e+01
6.801301301301302260e+01,-1.350766374419593596e+01
6.809809809809809167e+01,-1.352682063730568274e+01
6.818318318318318916e+01,-1.354592711895172918e+01
6.826826826826825823e+01,-1.356498330813894526e+01
6.835335335335335571e+01,-1.358398932333241049e+01
6.843843843843843899e+01,-1.360294528246074997e+01
6.852352352352352227e+01,-1.362185130291951651e+01
6.860860860860860555e+01,-1.364070750157449829e+01
6.869369369369368883e+01,-1.365951399476502459e+01
6.877877877877878632e+01,-1.367827089830723075e+01
6.886386386386385539e+01,-1.369697832749729649e+01
6.894894894894895288e+01,-1.371563639711468774e+01
6.903403403403403615e+01,-1.373424522142531501e+01
6.911911911911911943e+01,-1.375280491418472550e+01
6.920420420420420271e+01,-1.377131558864123306e+01
6.928928928928928599e+01,-1.378977735753904099e+01
6.937437437437438348e+01,-1.380819033312132404e+01
6.945945945945945255e+01,-1.382655462713329442e+01
6.954454454454455004e+01,-1.384487035082526951e+01
6.962962962962961910e+01,-1.386313761495564378e+01
6.971471471471471659e+01,-1.388135652979393520e+01
6.979979979979979987e+01,-1.389952720512370732e+01
6.988488488488488315e+01,-1.391764975024555362e+01
6.996996996996996643e+01,-1.393572427398000357e+01
7.005505505505504971e+01,-1.395375088467042701e+01
7.014014014014014720e+01,-1.397172969018591893e+01
7.022522522522521626e+01,-1.398966079792413275e+01
7.031031031031031375e+01,-1.400754431481415807e+01
7.039539539539539703e+01,-1.402538034731928107e+01
7.048048048048048031e+01,-1.404316900143981073e+01
7.056556556556556359e+01,-1.406091038271583571e+01
7.065065065065064687e+01,-1.407860459622996707e+01
7.073573573573574436e+01,-1.409625174661007385e+01
7.082082082082081342e+01,-1.411385193803196536e+01
7.090590590590591091e+01,-1.413140527422211612e+01
7.099099099099097998e+01,-1.414891185846027710e+01
7.107607607607607747e+01,-1.416637179358217402e+01
7.116116116116116075e+01,-1.418378518198207594e+01
7.124624624624624403e+01,-1.420115212561544027e+01
7.133133133133132731e+01,-1.421847272600147249e+01
7.141641641641641058e+01,-1.423574708422569657e+01
7.150150150150150807e+01,-1.425297530094250398e+01
7.158658658658657714e+01,-1.427015747637765664e+01
7.167167167167167463e+01,-1.428729371033083062e+01
7.175675675675675791e+01,-1.430438410217806044e+01
7.184184184184184119e+01,-1.432142875087423839e+01
7.192692692692692447e+01,-1.433842775495554633e+01
7.201201201201200774e+01,-1.435538121254189647e+01
7.209709709709710523e+01,-1.437228922133933828e+01
7.218218218218217430e+01,-1.438915187864244949e+01
7.226726726726727179e+01,-1.440596928133673238e+01
7.235235235235234086e+01,-1.442274152590094083e+01
7.243743743743743835e+01,-1.443946870840945884e+01
7.252252252252252163e+01,-1.445615092453459027e+01
7.260760760760760490e+01,-1.447278826954889119e+01
7.269269269269268818e+01,-1.448938083832744717e+01
7.277777777777777146e+01,-1.450592872535015232e+01
7.286286286286286895e+01,-1.452243202470396000e+01
7.294794794794793802e+01,-1.453889083008512095e+01
7.303303303303303551e+01,-1.455530523480143046e+01
7.311811811811811879e+01,-1.457167533177439189e+01
7.320320320320320207e+01,-1.458800121354145141e+01
7.328828828828828534e+01,-1.460428297225814376e+01
7.337337337337336862e+01,-1.462052069970026835e+01
7.345845845845846611e+01,-1.463671448726602442e+01
7.354354354354353518e+01,-1.465286442597813377e+01
7.362862862862863267e+01,-1.466897060648597417e+01
7.371371371371371595e+01,-1.468503311906764885e+01
7.379879879879879923e+01,-1.470105205363209500e+01
7.388388388388388250e+01,-1.471702749972112834e+01
7.396896896896896578e+01,-1.473295954651151618e+01
7.405405405405406327e+01,-1.474884828281699711e+01
7.413913913913913234e+01,-1.476469379709030960e+01
7.422422422422422983e+01,-1.478049617742521704e+01
7.430930930930929890e+01,-1.479625551155846708e+01
7.439439439439439639e+01,-1.481197188687181310e+01
7.447947947947947966e+01,-1.482764539039394336e+01
7.456456456456456294e+01,-1.484327610880245452e+01
7.464964964964964622e+01,-1.485886412842578430e+01
7.473473473473472950e+01,-1.487440953524513709e+01
7.481981981981982699e+01,-1.488991241489639528e+01
7.490490490490489606e+01,-1.490537285267200218e+01
7.498998998998999355e+01,-1.492079093352287877e+01
7.507507507507507682e+01,-1.493616674206025507e+01
7.516016016016016010e+01,-1.495150036255756198e+01
7.524524524524524338e+01,-1.496679187895225205e+01
7.533033033033032666e+01,-1.498204137484764509e+01
7.541541541541542415e+01,-1.499724893351474364e+01
7.550050050050049322e+01,-1.501241463789402708e+01
7.558558558558559071e+01,-1.502753857059727416e+01
7.567067067067065977e+01,-1.504262081390930916e+01
7.575575575575575726e+01,-1.505766144978980492e+01
7.584084084084084054e+01,-1.507266055987500586e+01
7.592592592592592382e+01,-1.508761822547950437e+01
7.601101101101100710e+01,-1.510253452759795145e+01
7.609609609609609038e+01,-1.511740954690678507e+01
7.618118118118118787e+01,-1.513224336376594259e+01
7.626626626626625693e+01,-1.514703605822054300e+01
7.635135135135135442e+01,-1.516178771000260284e+01
7.643643643643643770e+01,-1.517649839853267046e+01
7.652152152152152098e+01,-1.519116820292152070e+01
7.660660660660660426e+01,-1.520579720197179086e+01
7.669169169169168754e+01,-1.522038547417962207e+01
7.677677677677678503e+01,-1.523493309773629711e+01
7.686186186186185409e+01,-1.524944015052983914e+01
7.694694694694695158e+01,-1.526390671014664413e+01
7.703203203203202065e+01,-1.527833285387304940e+01
7.711711711711711814e+01,-1.529271865869694835e+01
7.720220220220220142e+01,-1.530706420130933587e+01
7.728728728728728470e+01,-1.532136955810589107e+01
7.737237237237236798e+01,-1.533563480518852629e+01
7.745745745745745126e+01,-1.534986001836692893e+01
7.754254254254254874e+01,-1.536404527316009627e+01
7.762762762762761781e+01,-1.537819064479784537e+01
7.771271271271271530e+01,-1.539229620822235312e+01
7.779779779779779858e+01,-1.540636203808962890e+01
7.788288288288288186e+01,-1.542038820877102445e+01
7.796796796796796514e+01,-1.543437479435471005e+01
7.805305305305304842e+01,-1.544832186864714707e+01
7.813813813813814591e+01,-1.546222950517455885e+01
7.822322322322321497e+01,-1.547609777718435886e+01
7.830830830830831246e+01,-1.548992675764663751e+01
7.839339339339338153e+01,-1.550371651925554595e+01
7.847847847847847902e+01,-1.551746713443076509e+01
7.856356356356356230e+01,-1.553117867531888763e+01
7.864864864864864558e+01,-1.554485121379484269e+01
7.873373373373374307e+01,-1.555848482146329026e+01
7.881881881881881213e+01,-1.557207956965999429e+01
7.890390390390390962e+01,-1.558563552945322961e+01
7.898898898898897869e+01,-1.559915277164511593e+01
7.907407407407407618e+01,-1.561263136677301588e+01
7.915915915915915946e+01,-1.562607138511085303e+01
7.924424424424424274e+01,-1.563947289667047613e+01
7.932932932932932601e+01,-1.565283597120298431e+01
7.941441441441440929e+01,-1.566616067820005931e+01
7.949949949949950678e+01,-1.567944708689527822e+01
7.958458458458457585e+01,-1.569269526626541378e+01
7.966966966966967334e+01,-1.570590528503175953e+01
7.975475475475475662e+01,-1.571907721166139105e+01
7.983983983983983990e+01,-1.573221111436846975e+01
7.992492492492492318e+01,-1.574530706111551304e+01
8.001001001001000645e+01,-1.575836511961466080e+01
8.009509509509510394e+01,-1.577138535732893487e+01
8.018018018018017301e+01,-1.578436784147348071e+01
8.026526526526527050e+01,-1.579731263901683747e+01
8.035035035035033957e+01,-1.581021981668213350e+01
8.043543543543543706e+01,-1.582308944094835645e+01
8.052052052052052034e+01,-1.583592157805153278e+01
8.060560560560560361e+01,-1.584871629398597115e+01
8.069069069069068689e+01,-1.586147365450544555e+01
8.077577577577577017e+01,-1.587419372512440496e+01
8.086086086086086766e+01,-1.588687657111915463e+01
8.094594594594593673e+01,-1.589952225752903736e+01
8.103103103103103422e+01,-1.591213084915761833e+01
8.111611611611611750e+01,-1.592470241057383262e+01
8.120120120120120077e+01,-1.593723700611316296e+01
8.128628628628628405e+01,-1.594973469987878367e+01
8.137137137137136733e+01,-1.596219555574270288e+01
8.145645645645646482e+01,-1.597461963734691004e+01
8.154154154154153389e+01,-1.598700700810448438e+01
8.162662662662663138e+01,-1.599935773120075844e+01
8.171171171171170045e+01,-1.601167186959438382e+01
8.179679679679679793e+01,-1.602394948601849478e+01
8.188188188188188121e+01,-1.603619064298175445e+01
8.196696696696696449e+01,-1.604839540276950416e+01
8.205205205205204777e+01,-1.606056382744481326e+01
8.213713713713713105e+01,-1.607269597884958046e+01
8.222222222222222854e+01,-1.608479191860561386e+01
8.230730730730729761e+01,-1.609685170811567900e+01
8.239239239239239510e+01,-1.610887540856458244e+01
8.247747747747747837e+01,-1.612086308092021625e+01
